"FULLNAME","STREETPREFIX","STREETNAME","STREETTYPE","STREETSUFFIX","LEFTFROMADDRESS","LEFTTOADDRESS","RIGHTFROMADDRESS","RIGHTTOADDRESS","geometry.paths"
"Private",,"Private",,,0,0,0,0,"[[[692919.5099999998,5152797.27],[692928.0899999999,5152797.98],[692939.3599999994,5152798.220000001],[692951.0299999993,5152798.380000001],[692963.0899999999,5152797.98],[692971.3499999996,5152797.59],[692977.9299999997,5152797.43],[692983.1699999999,5152797.91],[692988.0099999998,5152798.9399999995],[692992.7799999993,5152800.68],[692996.5899999999,5152802.27],[692999.6799999997,5152802.99],[693003.4100000001,5152803.460000001],[693007.3800000008,5152803.699999999],[693012.4600000009,5152803.539999999],[693018.8900000006,5152803.140000001],[693026.1199999992,5152802.1899999995],[693032.3900000006,5152801.24],[693037.7799999993,5152800.68],[693042.4700000007,5152800.68],[693047.3100000005,5152801.08],[693055.0899999999,5152801.949999999],[693074.8499999996,5152804.890000001],[693083.1899999995,5152806.08],[693091.5999999996,5152806.949999999],[693097.3100000005,5152807.35],[693102.1600000001,5152807.43],[693107.2400000002,5152807.109999999],[693122.7100000009,5152805.449999999],[693142.1600000001,5152803.539999999],[693152.1600000001,5152802.109999999],[693161.8499999996,5152800.68],[693169.2300000004,5152798.779999999],[693172.5600000005,5152797.59],[693174.3100000005,5152797.35],[693176.2100000009,5152797.35],[693178.5899999999,5152798.0600000005],[693181.7699999996,5152799.73],[693183.6699999999,5152801.720000001],[693185.5,5152804.49],[693186.8499999996,5152807.109999999],[693187.6400000006,5152809.8100000005],[693188.0399999991,5152812.83],[693188.1199999992,5152815.609999999],[693187.8000000007,5152818.619999999],[693187.0899999999,5152821.4],[693185.9000000004,5152825.130000001],[693184.1500000004,5152829.66],[693182.6400000006,5152833.23],[693181.1300000008,5152836.16],[693179.7899999991,5152838.390000001],[693177.0899999999,5152841.800000001],[693173.4399999995,5152845.369999999],[693168.2799999993,5152850.0600000005],[693163.8300000001,5152853.789999999],[693159.9399999995,5152856.48],[693156.5299999993,5152858.3100000005],[693152.2400000002,5152860.0600000005],[693146.2100000009,5152861.880000001],[693140.8100000005,5152862.99],[693135.4900000002,5152863.949999999],[693129.7799999993,5152864.5],[693121.7599999998,5152864.74],[693116.2100000009,5152864.66],[693110.5700000003,5152864.029999999],[693106.3599999994,5152863.23],[693096.1999999993,5152861.17],[693091.0399999991,5152859.9],[693086.7599999998,5152859.26],[693082.6300000008,5152859.02],[693073.6600000001,5152858.949999999],[693012.7799999993,5152857.279999999],[692953.3300000001,5152855.449999999],[692917.4000000004,5152854.25]]]"
"Private",,"Private",,,0,0,0,0,"[[[692917.4000000004,5152854.25],[692908.4800000004,5152854.26],[692890.0700000003,5152854.26],[692873.7899999991,5152854.18],[692866.6500000004,5152854.5],[692864.1099999994,5152854.58],[692860.8599999994,5152854.74],[692852.9900000002,5152854.66]]]"
"Private",,"Private",,,0,0,0,0,"[[[692855.8900000006,5152776.359999999],[692862.4900000002,5152776.289999999],[692868.7699999996,5152776.6899999995],[692876.6400000006,5152777.48],[692883.9199999999,5152778.470000001],[692890.0700000003,5152780.0600000005],[692894.1699999999,5152782.039999999],[692897.8800000008,5152784.6899999995],[692901.25,5152787.800000001],[692905.4800000004,5152791.109999999],[692908.7200000007,5152793.289999999],[692912.3000000007,5152794.9399999995],[692919.5099999998,5152797.27]]]"
"Private",,"Private",,,0,0,0,0,"[[[692919.5099999998,5152797.27],[692917.4000000004,5152854.25]]]"
"Queen Street West"," ","Queen","Street","West",0,0,0,0,"[[[702549.1300000008,5155179.67],[702454.9600000009,5155192.68]]]"
"Queen Street West"," ","Queen","Street","West",0,0,0,0,"[[[702454.9600000009,5155192.68],[702448.9100000001,5155193.52]]]"
"Pointe Louise Drive"," ","Pointe Louise","Drive"," ",284,300,281,305,"[[[693730.5999999996,5148868.68],[693785.6899999995,5148841.25],[693803.6999999993,5148831.35]]]"
"Residential Access"," ","Residential Access",," ",0,0,0,0,"[[[693803.6999999993,5148831.35],[693817.3100000005,5148823.859999999],[693823.9600000009,5148820.210000001],[693847.6204447442,5148809.770131699],[693872.7300000004,5148803.58],[693917.1899999995,5148795.91],[693942.1099999994,5148791.619999999],[693963.9199999999,5148787.859999999],[693977.4641625108,5148786.431658821],[693991.0787947112,5148786.787027207],[694004.5299999993,5148788.92],[694006.5999999996,5148789.41],[694015.1243022026,5148792.262463128],[694023.0893833668,5148796.428727161],[694030.2942637857,5148801.803666426],[694036.557145594,5148808.251657229],[694041.7200000007,5148815.609999999],[694046.2100000009,5148824.42],[694046.4600000009,5148825.01],[694048.5099999998,5148830.35],[694050.2067559129,5148836.952468911],[694050.8399999999,5148843.74],[694050.0600000005,5148861.59],[694049.5600000005,5148866.85],[694048.3200000003,5148884.68],[694046.5700000003,5148925.619999999],[694047.9299999997,5148978.07]]]"
"River Road"," ","River","Road"," ",0,0,687,713,"[[[711884.9600000009,5156861.07],[711895.9900000002,5156884.800000001],[711901.3300000001,5156900.529999999]]]"
"Great Northern Road"," ","Great Northern","Road"," ",2517,2687,2410,2752,"[[[707205.1300000008,5164028],[707217.7400000002,5164069.710000001],[707229.9800000004,5164123.57],[707239.1999999993,5164190.6899999995],[707240.5,5164238.65],[707239.6500000004,5164274.93],[707236.1999999993,5164306.34],[707160.1699999999,5164895.8100000005],[707152.1699999999,5164945.470000001],[707142.1300000008,5164985.4399999995],[707129.9499999993,5165022.6899999995],[707101.9000000004,5165087.1],[707077.1600000001,5165131.4399999995],[707053.8300000001,5165165.789999999],[707023.9499999993,5165204.16],[706870.4100000001,5165379.609999999],[706857.6300000008,5165395.02],[706841.2100000009,5165414.619999999],[706825.75,5165432.949999999],[706808.8599999994,5165454.15],[706766.7799999993,5165508.17]]]"
"Sixth Line East"," ","Sixth","Line","East",2,44,1,43,"[[[707205.1300000008,5164028],[707241.9399999995,5164015.1899999995],[707276.5600000005,5164002.49],[707325.4900000002,5163984.609999999],[707371.4100000001,5163966.77]]]"
"Great Northern Road"," ","Great Northern","Road"," ",2057,2101,2058,2102,"[[[705913.8100000005,5162822.789999999],[705934.4800000004,5162869.630000001]]]"
"Great Northern Road"," ","Great Northern","Road"," ",2125,2515,2126,2408,"[[[706002.2799999993,5163010.960000001],[706014.5800000001,5163033.52],[706038.1400000006,5163070.16],[706047.1300000008,5163082.630000001],[706060.3900000006,5163099.9399999995],[706067.1300000008,5163108.279999999],[706078.1899999995,5163121.34],[706078.1400000006,5163121.32],[706095.5800000001,5163140.4399999995],[706103.5600000005,5163149],[706118.1300000008,5163162.92],[706127.5199999996,5163171.49],[706144.3599999994,5163185.98],[706157.4700000007,5163196.539999999],[706172.5199999996,5163207.789999999],[706181.5,5163214.33],[706195.5099999998,5163223.82],[706217.9299999997,5163238.67],[706229.2599999998,5163246.15],[706510.0800000001,5163433.210000001],[706981.0999999996,5163745.74],[707026.0999999996,5163779.029999999],[707046.8699999992,5163796.76],[707071.0999999996,5163820.1899999995],[707093.5600000005,5163843.85],[707124.9199999999,5163882.050000001],[707149.6199999992,5163918.779999999],[707169.0800000001,5163952.01],[707182.5700000003,5163980.82],[707205.1300000008,5164028]]]"
"Great Northern Road"," ","Great Northern","Road"," ",2103,2123,2104,2124,"[[[705934.4800000004,5162869.630000001],[705959.5500000007,5162924.01],[705977.5500000007,5162961.58],[706002.2799999993,5163010.960000001]]]"
"Schultz Side Road"," ","Schultz Side","Road"," ",201,257,200,264,"[[[706002.2799999993,5163010.960000001],[705995.7799999993,5163014.220000001],[705992.7699999996,5163016.4399999995],[705990.0700000003,5163018.66],[705987.3699999992,5163021.52],[705985.4700000007,5163024.85],[705975.7799999993,5163043.75],[705968.3200000003,5163059.619999999],[705965.6199999992,5163065.34],[705963.7200000007,5163069.619999999],[705961.4900000002,5163073.109999999],[705958.9499999993,5163077.5600000005],[705957.6799999997,5163080.26],[705955.4600000009,5163084.539999999],[705953.8699999992,5163089.779999999],[705952.5999999996,5163095.34],[705951.8100000005,5163100.1],[705951.1699999999,5163105.98],[705949.9000000004,5163118.199999999],[705948.9499999993,5163129.15],[705948.6300000008,5163138.68],[705948.4800000004,5163149],[705948.4800000004,5163155.029999999],[705948.4800000004,5163160.43],[705948.1600000001,5163166.300000001],[705947.0500000007,5163183.92],[705944.9800000004,5163209.960000001],[705944.1899999995,5163222.970000001],[705942.2799999993,5163250.119999999],[705940.8599999994,5163270.4399999995],[705939.2699999996,5163302.83],[705937.0500000007,5163342.51],[705935.7799999993,5163363.3100000005],[705935.7799999993,5163368.07],[705935.9299999997,5163372.68],[705936.25,5163385.529999999],[705936.25,5163403.789999999],[705936.0899999999,5163424.27],[705936.0899999999,5163449.1899999995],[705936.25,5163469.99],[705937.3699999992,5163492.199999999]]]"
"Schultz Side Road"," ","Schultz Side","Road"," ",259,399,266,424,"[[[705937.3699999992,5163492.199999999],[705935.0700000003,5163496.18],[705931.3699999992,5163501.48],[705929.7799999993,5163508.09],[705928.1899999995,5163514.699999999],[705916.1600000001,5163780.74]]]"
"St. Basil's Drive"," ","St. Basil's","Drive"," ",17,25,18,26,"[[[700590.1799999997,5157180.98],[700532.3800000008,5157177.35]]]"
"Sunlea Street"," ","Sunlea","Street"," ",0,0,0,0,"[[[700532.9800000004,5157132.17],[700532.3800000008,5157177.35]]]"
"St. Basil's Drive"," ","St. Basil's","Drive"," ",27,33,28,34,"[[[700532.3800000008,5157177.35],[700481.2599999998,5157173.77]]]"
"Kensington Terrace"," ","Kensington","Terrace"," ",2,16,1,15,"[[[706139,5153797.35],[706211.7599999998,5153766.550000001]]]"
"Upton Road"," ","Upton","Road"," ",131,147,128,146,"[[[706139,5153797.35],[706178.7300000004,5153892.890000001]]]"
"Great Northern Road"," ","Great Northern","Road"," ",401,481,400,504,"[[[705575.7200000007,5157369.1899999995],[705561.2300000004,5157573.029999999],[705547.8300000001,5157761.779999999]]]"
"Second Line East"," ","Second","Line","East",641,729,640,736,"[[[705575.7200000007,5157369.1899999995],[705607.7200000007,5157370.59],[705840.5,5157387.5600000005],[705962.2200000007,5157396.43]]]"
"Walmart Entrance",,"Walmart Entrance",,,0,0,0,0,"[[[705840.5,5157387.5600000005],[705834.1500000004,5157467.3100000005],[705830.8399999999,5157503.16],[705827.9299999997,5157530.9399999995],[705826.2100000009,5157550.119999999],[705823.1400000006,5157589.859999999],[705763.0299999993,5157585.52],[705628.4100000001,5157576.74],[705561.2300000004,5157573.029999999]]]"
"Birch Street"," ","Birch","Street"," ",1,69,2,64,"[[[704603.5500000007,5155198.699999999],[704584.8599999994,5155433.800000001]]]"
"Birch Street"," ","Birch","Street"," ",71,113,66,102,"[[[704584.8599999994,5155433.800000001],[704571.5899999999,5155607.26]]]"
"Wilcox Avenue"," ","Wilcox","Avenue"," ",125,165,126,164,"[[[704492.5600000005,5155427],[704512.1600000001,5155428.800000001],[704563.5500000007,5155432.1],[704584.8599999994,5155433.800000001]]]"
"Wilcox Avenue"," ","Wilcox","Avenue"," ",167,201,172,196,"[[[704584.8599999994,5155433.800000001],[704596.3599999994,5155434.800000001],[704607.7300000004,5155435.859999999],[704643.25,5155438.24],[704654.8300000001,5155438.77],[704659.3900000006,5155438.57],[704663,5155438.039999999],[704666.7699999996,5155436.98],[704670.1699999999,5155435.369999999]]]"
"Wilson Street"," ","Wilson","Street"," ",401,449,0,0,"[[[704670.1699999999,5155435.369999999],[704673.2400000002,5155447.16],[704673.9499999993,5155451.130000001],[704674.5099999998,5155455.42],[704674.6699999999,5155460.42],[704675.1400000006,5155466.130000001],[704675.7799999993,5155471.77],[704676.1699999999,5155475.890000001],[704676.4100000001,5155479.15],[704676.4100000001,5155485.9],[704676.1699999999,5155493.02]]]"
"Wind Farm Phase 2",,"Wind Farm Phase 2","Road",,0,0,0,0,"[[[694157.4000000004,5167746.029999999],[694161.9000000004,5167736.050000001],[694163.6899999995,5167732.27],[694165.5999999996,5167728.550000001],[694167.6400000006,5167724.9],[694169.8100000005,5167721.33],[694172.0999999996,5167717.83],[694174.5199999996,5167714.41],[694177.0500000007,5167711.08],[694179.6899999995,5167707.84],[694182.4499999993,5167704.699999999],[694185.3100000005,5167701.65],[694188.2799999993,5167698.710000001],[694191.3499999996,5167695.869999999],[694194.5099999998,5167693.130000001],[694197.7699999996,5167690.51],[694201.1199999992,5167688.01],[694204.5600000005,5167685.619999999],[694208.0700000003,5167683.359999999],[694211.6600000001,5167681.220000001],[694215.3300000001,5167679.199999999],[694219.0600000005,5167677.3100000005],[694222.8499999996,5167675.5600000005],[694226.7100000009,5167673.9399999995],[694230.6199999992,5167672.449999999],[694234.5800000001,5167671.1],[694238.5800000001,5167669.890000001],[694242.6199999992,5167668.82],[694246.6999999993,5167667.890000001],[694250.8000000007,5167667.109999999],[694254.9399999995,5167666.460000001],[694259.0899999999,5167665.970000001],[694263.2599999998,5167665.609999999],[694267.4299999997,5167665.4],[694271.6099999994,5167665.34],[694275.7899999991,5167665.42],[694549.0299999993,5167675.640000001]]]"
"Wind Farm Phase 2",,"Wind Farm Phase 2","Road",,0,0,0,0,"[[[694157.4000000004,5167746.029999999],[694256.2300000004,5167790.5600000005],[694262.1500000004,5167793.109999999],[694268.1400000006,5167795.470000001],[694274.2200000007,5167797.640000001],[694280.3499999996,5167799.609999999],[694286.5500000007,5167801.380000001],[694292.8000000007,5167802.949999999],[694299.0999999996,5167804.3100000005],[694527.5299999993,5167850.0600000005]]]"
"Red Rock Road"," ","Red Rock","Road"," ",101,6501,100,6500,"[[[693416.4199999999,5164631.199999999],[693412.6899999995,5164635.34],[693403.5099999998,5164646.4399999995],[693396.2555964311,5164657.831020674],[693390.4199999999,5164670.01],[693379.8399999999,5164698.33],[693379.0800000001,5164700.5600000005],[693375.1999999993,5164712.58],[693367.5899999999,5164732.02],[693365.9100000001,5164735.27],[693360.9457847279,5164742.719980326],[693354.8795480467,5164749.303779582],[693347.8599999994,5164754.859999999],[693320.2400000002,5164774.59],[693310.82470825,5164782.723374897],[693302.5104437134,5164791.979319536],[693295.4299999997,5164802.210000001],[693289.0099999998,5164812.91],[693273.4499999993,5164839.130000001],[693262.6500000004,5164855.57],[693261.0500000007,5164857.74],[693255.0564068323,5164864.442663661],[693248.007131494,5164870.02447129],[693240.1088844191,5164874.321743956],[693231.5932709852,5164877.208469966],[693222.7100000009,5164878.6],[693191.9900000002,5164880.289999999],[693161.1878714863,5164884.036049358],[693131.3900000006,5164892.6899999995],[693077.2699999996,5164912.699999999],[693050.4192545108,5164924.70351631],[693025.6799999997,5164940.609999999],[693009.0247128605,5164955.436555526],[692994.9600000009,5164972.74],[692983.4462474417,5164992.206039707],[692974.6699999999,5165013.050000001],[692957.75,5165064.07],[692956.6400000006,5165067.58],[692945.8499999996,5165106.300000001],[692922.8200000003,5165186.9],[692918.4600000009,5165202.17],[692910.9676263294,5165224.376530672],[692901.4199999999,5165245.779999999],[692884.0399999991,5165277.140000001],[692869.2599999998,5165298.710000001],[692860.9000000004,5165308.42],[692847.6199999992,5165320.279999999],[692835.2662828789,5165328.544577718],[692821.9647818934,5165335.176895796],[692807.9299999997,5165340.07],[692799.3599999994,5165342.529999999],[692756.5899999999,5165357.050000001],[692739.4100000001,5165363.24],[692723.7599999998,5165369.460000001],[692717.8300000001,5165372.35],[692708.0500000007,5165377.82],[692698.5639300992,5165384.498248504],[692690.0700000003,5165392.4],[692679.161235211,5165405.59770238],[692669.9898354586,5165420.056814522],[692662.6999999993,5165435.550000001],[692658.0700000003,5165450.029999999],[692656.5099999998,5165457.32],[692655.7393060885,5165464.294812985],[692655.9100000001,5165471.3100000005],[692659.7100000009,5165494.68],[692663.6999999993,5165510.460000001],[692664.8839280643,5165515.908496768],[692665.5,5165521.449999999],[692665.3531273389,5165536.912168583],[692663.0999999996,5165552.210000001],[692660.3100000005,5165563.800000001],[692648.5199999996,5165604.550000001],[692644.0647383714,5165616.416352353],[692638.3300000001,5165627.720000001],[692633.5774699843,5165634.514214076],[692627.734656598,5165640.39719106],[692620.9731586332,5165645.196152586],[692613.4915559194,5165648.770156962],[692605.5095771907,5165651.014238518],[692597.2616468279,5165651.862490358],[692588.9900000002,5165651.289999999],[692563.4199999999,5165646.300000001],[692551.6050627864,5165644.474781985],[692539.6500000004,5165644.5],[692522.2699999996,5165647.300000001],[692517.6477337818,5165648.790836979],[692513.2903870876,5165650.935940628],[692509.2899999991,5165653.6899999995],[692502.3935875482,5165659.768917822],[692496.0999999996,5165666.470000001],[692486.5099999998,5165678.26],[692479.4804939488,5165686.28508214],[692471.5399999991,5165693.41],[692464.5399999991,5165698.4399999995],[692444.1199999992,5165711.52],[692440.1699999999,5165714.02],[692419.8499999996,5165726.890000001],[692403.0099999998,5165737.59],[692387.2300000004,5165747.380000001],[692386.1899999995,5165748.02],[692383.7799999993,5165749.6899999995],[692379.9000000004,5165752.890000001],[692376.5600000005,5165756.32],[692372.7599999998,5165761.34],[692370.1357906155,5165765.908041009],[692368.0600000005,5165770.75],[692361.8599999994,5165789.73],[692357.4199999999,5165807.369999999],[692356.2699999996,5165813.1],[692351.4800000004,5165834.470000001],[692350.2200000007,5165838.91],[692346.6563392691,5165848.9070014125],[692342.1799999997,5165858.529999999],[692340.4900000002,5165861.640000001],[692334.9818120935,5165870.186341697],[692328.5,5165878.02],[692322.3499399022,5165883.61303152],[692315.363058645,5165888.117332918],[692307.7300000004,5165891.41],[692262.1799999997,5165904.1899999995],[692235.3069265584,5165912.325471312],[692209.8499999996,5165924.17],[692172.6899999995,5165947.539999999],[692144.3200000003,5165966.52],[692139.4069302137,5165970.039322187],[692134.9399999995,5165974.109999999],[692107.9700000007,5166004.27],[692076.6099999994,5166040.43],[692029.8599999994,5166095.359999999],[692006.2899999991,5166121.529999999],[691989.898607942,5166135.356349424],[691971.7326191362,5166146.7511957465],[691952.1500000004,5166155.49],[691938.7699999996,5166160.48],[691914.1999999993,5166168.869999999],[691881.7616271677,5166181.675561307],[691851.8699999992,5166199.640000001],[691820.5099999998,5166220.01],[691810.5663778372,5166225.140023562],[691800.1400000006,5166229.199999999],[691788.8256777634,5166232.008524631],[691777.217643281,5166233.08334264],[691765.5800000001,5166232.4],[691736.4100000001,5166227.800000001],[691718.6300000008,5166225.01],[691695.4600000009,5166222.609999999],[691644.5199999996,5166219.609999999],[691633.9100000001,5166219.07],[691614.5800000001,5166217.76],[691572.2100000009,5166213.42],[691562.0600000005,5166211.93],[691549.4800000004,5166209.5],[691516.2799999993,5166199.84],[691503.6500000004,5166195.17],[691468.7300000004,5166181.859999999],[691441.1799999997,5166171.3100000005],[691419.9900000002,5166163.48],[691400.4100000001,5166156.890000001],[691389.2659159899,5166154.327308807],[691377.8643559172,5166153.454140729],[691366.4600000009,5166154.289999999],[691356.6152812445,5166156.595742208],[691347.2799999993,5166160.48],[691332.7924812305,5166169.481549122],[691319.9100000001,5166180.66],[691312.0199662179,5166190.013194752],[691305.6365748943,5166200.452888252],[691300.906923208,5166211.738510967],[691297.9399999995,5166223.609999999],[691291.5500000007,5166257.970000001],[691286.75,5166283.34],[691279.9600000009,5166340.27],[691275.7599999998,5166392.01],[691268.3699999992,5166433.76],[691265.7799999993,5166442.9399999995],[691253.7899999991,5166481.699999999],[691236.2100000009,5166535.029999999],[691233.0199999996,5166542.630000001],[691227.0199999996,5166555.41],[691213.2400000002,5166582.380000001],[691197.4600000009,5166608.15],[691188.6699999999,5166620.73],[691186.0657085814,5166623.7203680305],[691183.0800000001,5166626.33],[691177.246617616,5166630.142004462],[691170.9354464647,5166633.09646664],[691164.2717308373,5166635.1347556515],[691157.3877112198,5166636.216421942],[691150.4199999999,5166636.32],[691150.3100000005,5166636.3100000005],[691143.2200000007,5166635.85],[691096.5800000001,5166629.92],[691069.4100000001,5166625.73],[691037.6500000004,5166622.33],[691013.0800000001,5166620.33],[690968.9299999997,5166615.74],[690941.5600000005,5166612.74],[690900.8100000005,5166610.74],[690882.8745085491,5166611.799680199],[690865.2599999998,5166615.34],[690813.322088978,5166634.293334741],[690765.1799999997,5166661.48],[690747.5999999996,5166674.470000001],[690714.8399999999,5166703.630000001],[690698.6600000001,5166718.8100000005],[690685.6699999999,5166730.199999999],[690677.3004963002,5166736.367641033],[690668.0899999999,5166741.1899999995],[690644.3200000003,5166751.970000001],[690619.7578986099,5166765.910366081],[690597.3800000008,5166783.140000001],[690554.2300000004,5166820.49],[690524.2599999998,5166845.0600000005],[690518.8699999992,5166849.34],[690510.7799999993,5166855.65],[690493.6999999993,5166868.640000001],[690475.5199999996,5166882.42],[690459.8012847512,5166896.038115823],[690445.7599999998,5166911.380000001],[690420.3900000006,5166943.15],[690418.0899999999,5166946.07],[690401.8100000005,5166966.32],[690383.6300000008,5166988.289999999],[690377.645746013,5166996.210906008],[690372.4499999993,5167004.67],[690365.25,5167017.66],[690359.2766025066,5167030.746987111],[690355.4700000007,5167044.619999999],[690352.6699999999,5167059.210000001],[690348.6699999999,5167082.779999999],[690340.0800000001,5167160.6899999995],[690333.0899999999,5167251.58],[690323.9000000004,5167321.289999999],[690317.7100000009,5167351.26],[690310.7200000007,5167384.02],[690307.7200000007,5167406.789999999],[690304.9299999997,5167449.74],[690298.3300000001,5167547.02],[690294.5399999991,5167583.98],[690293.6345325976,5167588.436914421],[690292.1487647602,5167592.735338702],[690290.1086901308,5167596.800071519],[690287.5500000007,5167600.5600000005],[690283.2286143492,5167605.416571484],[690278.329197153,5167609.689319039],[690272.9299999997,5167613.3100000005]]]"
